submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,avg_age,spend,spend_on_equipment
42NgdO,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Cold brew",Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Medium,Light,Full caffeine,8.0,2.0,1.0,2.0,chocolate/almond/roasty/grainy,3.0,2.0,4.0,"spices, black pepper, chocolate?",4.0,3.0,2.0,"floral, maybe a bit citrusy?",3.0,5.0,5.0,"citrus, peach, melon",Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the ritual",In a mixed drink,Yes,Yes,$10-$15,12.5,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Student,2,Democrat,29.5,50.0,400.0
5dqyVo,25-34 years old,2,At home,"Pour over, Other, Cold brew",Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Very strong,Light,Full caffeine,6.0,2.0,3.0,4.0,chocolate/almond/roasty/grainy,3.0,2.0,3.0,"After the official tasting, I added some half and half and finished this cup. It was pretty close to my ideal cup",4.0,2.0,2.0,I enjoyed this but might be a bit bright for an everyday,1.0,4.0,5.0,This reminded me of the robusto from the previous big tasting,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",In a mixed drink,Yes,Yes,$6-$8,12.5,Yes,$50-$100,Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,"Asian, White",Employed full-time,2,Independent,29.5,30.0,75.0
QAB6JY,35-44 years old,1,At home,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Pour over",Aeropress,Specialty coffee shop,Office,Regular drip coffee,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,4.0,2.0,3.0,A bit more toasty notes without as much balance. Surprising acid only in comparison with other samples,3.0,3.0,4.0,"After the official tasting, I added some half and half and finished this cup. It was pretty close to my ideal cup",3.0,4.0,4.0,I enjoyed this but might be a bit bright for an everyday,5.0,1.0,2.0,This reminded me of the robusto from the previous big tasting,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,No,$8-$10,9.0,Yes,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,Hispanic/Latino,"Asian, White",Employed full-time,2,Democrat,39.5,50.0,200.0
DVvl9b,35-44 years old, 1,At home,Pour over,Aeropress,Specialty coffee shop,Office,Cappuccino,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Nutty,Medium,Light,Full caffeine,3.0,1.0,3.0,2.0,"Caramel, cinnamon",3.0,2.0,5.0,"Leather, roasted eggplant",4.0,1.0,3.0,"Candy, apple, cranberry",2.0,4.0,1.0,Berries!,Coffee B,Coffee A,Coffee A,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$4-$6,7.0,No,$300-$500,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,"Asian, White",Employed full-time,2,Democrat,39.5,20.0,400.0
DVvlbq,18-24 years old,1,"At home, At the office, At a cafe","Pour over, Espresso",Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Fruity,Somewhat strong,Light,Full caffeine,8.0,1.0,3.0,5.0,"Ripe tomato, blackberries.",3.0,2.0,2.0,"Nutty, chocolatey, woody.",3.0,1.0,4.0,"Smoky, habanero, chocolatey.",1.0,3.0,4.0,Berries!,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$4-$6,7.0,No,$300-$500,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,"Asian, White",Employed full-time,2,Democrat,21.0,20.0,400.0
qbE2M2,25-34 years old,1,"At home, At a cafe",Pour over,Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Fruity,Medium,Light,Full caffeine,8.0,2.0,4.0,3.0,Red fruit,3.0,2.0,4.0,dark sweets,3.0,2.0,2.0,plain,2.0,3.0,5.0,sweet & fruity,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual",In a mixed drink,Yes,Yes,$10-$15,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Employed part-time,2,Democrat,29.5,50.0,400.0
5dqyoM,25-34 years old, 1,"None of these, At a cafe","Pour over, Espresso",Aeropress,Specialty coffee shop,Office,Blended drink (e.g. Frappuccino),Flat White,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Chocolatey,Medium,Medium,Half caff,1.0,2.0,3.0,1.0,Red fruit,3.0,1.0,2.0,"Didn't like this very much, was craving some milk to add in to mute the bitterness and roasty flavors. Felt heavy on the palette.",5.0,2.0,1.0,"Dry finish, dark chocolate, roasty flavors. Liked this a little more than B because it was more balanced.",5.0,4.0,1.0,"Loved the complexity, fruity acidity. It changed a lot as it cooled.",Coffee B,Coffee A,Coffee A,I primarily work from home,<$20,Other,In a mixed drink,No,No,$2-$4,5.0,No,Less than $20,Yes,Female,Transgender Female,Bachelor's degree,Asian/Pacific Islander,"Asian, White",Unemployed,2,No affiliation,29.5,20.0,20.0
24xMzp,25-34 years old,2,"At home, At the office, At a cafe","Pour over, Espresso",Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,"Whole milk, Skim milk","Artificial Sweeteners (e.g., Splenda), Raw Sugar (Turbinado)",Fruity,Medium,Light,Full caffeine,7.0,3.0,2.0,3.0,Red fruit,2.0,2.0,4.0,"Didn't like this very much, was craving some milk to add in to mute the bitterness and roasty flavors. Felt heavy on the palette.",4.0,2.0,1.0,"Dry finish, dark chocolate, roasty flavors. Liked this a little more than B because it was more balanced.",1.0,4.0,5.0,"Loved the complexity, fruity acidity. It changed a lot as it cooled.",Coffee B,Coffee D,Coffee D,I do a mix of both,$80-$100,"It tastes good, I need the caffeine, I need the ritual",getting out of the house,Yes,Yes,$8-$10,9.0,No,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Employed full-time,2,Independent,29.5,90.0,1000.0
42NgEk,25-34 years old,1,"At home, At the office","Espresso, Cold brew",Aeropress,Specialty coffee shop,Office,Cappuccino,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,"Whole milk, Skim milk","Artificial Sweeteners (e.g., Splenda), Raw Sugar (Turbinado)",Chocolatey,Medium,Medium,Full caffeine,5.0,2.0,4.0,5.0,"Like the finish, lots of flavor and complexity, acidity was present but not overpowering.",4.0,2.0,1.0,"Didn't like this very much, was craving some milk to add in to mute the bitterness and roasty flavors. Felt heavy on the palette.",5.0,3.0,3.0,"Dry finish, dark chocolate, roasty flavors. Liked this a little more than B because it was more balanced.",2.0,3.0,5.0,"Loved the complexity, fruity acidity. It changed a lot as it cooled.",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",getting out of the house,Yes,Yes,$6-$8,9.0,No,$500-$1000,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,"Asian, White",Employed full-time,2,No affiliation,29.5,30.0,750.0
XeBKAd,25-34 years old,2,"At a cafe, At home","French press, Other",Aeropress,Specialty coffee shop,Office,Espresso,Flat White,No - just black,I don't drink coffee.,Oat milk,"Artificial Sweeteners (e.g., Splenda), Raw Sugar (Turbinado)",Floral,Very strong,Light,Full caffeine,6.0,2.0,4.0,4.0,Citrus,4.0,1.0,3.0,"Chocolate, mushroom",4.0,2.0,3.0,Earthy,3.0,4.0,5.0,"Coriander, grapefruit",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",getting out of the house,Yes,No,$10-$15,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,Hispanic/Latino,"Asian, White",Employed full-time,2,Democrat,29.5,30.0,75.0
RzB7Qp,18-24 years old, 1,"At the office, At home",Espresso,"AeroPress, Moka pot",Specialty coffee shop,Office,Latte,Flat White,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",I don't drink coffee.,Oat milk,"Artificial Sweeteners (e.g., Splenda), Raw Sugar (Turbinado)",Nutty,Medium,Medium,Full caffeine,2.0,2.0,5.0,3.0,Fruity,3.0,2.0,3.0,Chocolaty,3.0,3.0,4.0,Biscuit,3.0,4.0,1.0,Tabasco,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",getting out of the house,Yes,No,$10-$15,20.0,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,Hispanic/Latino,"Asian, White",Employed full-time,2,Democrat,21.0,30.0,75.0
GrB2GQ,55-64 years old,2,At home,"Pour over, French press, Cold brew","AeroPress, Moka pot",Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,"Almond milk, Oat milk",Granulated Sugar,Full Bodied,Very strong,Dark,Full caffeine,5.0,2.0,3.0,4.0,Fruity,3.0,4.0,3.0,inoffensive and pleasant at all temperatures. very thin mouthfeel.,4.0,3.0,4.0,dark chocolate,2.0,2.0,5.0,citrus,Coffee B,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,getting out of the house,Yes,Yes,$4-$6,5.0,No,$100-$300,Yes,Male,Transgender Female,High school graduate,White/Caucasian,"Asian, White",Employed full-time,2,Independent,59.5,30.0,200.0
MAd9WE,35-44 years old,1,At home,"Pour over, Cold brew, French press","AeroPress, Moka pot",Specialty coffee shop,Office,Iced coffee,Flat White,No - just black,I don't drink coffee.,"Almond milk, Oat milk",Granulated Sugar,Bright,Somewhat strong,Light,Full caffeine,8.0,3.0,3.0,4.0,"juicy, apple",2.0,3.0,3.0,inoffensive and pleasant at all temperatures. very thin mouthfeel.,5.0,1.0,2.0,dark chocolate,1.0,5.0,5.0,citrus,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,getting out of the house,Yes,Yes,$10-$15,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,"Asian, White",Employed full-time,1,Democrat,39.5,30.0,400.0
oAV4YX,35-44 years old,2,"At a cafe, At home","Pour over, Other","AeroPress, Moka pot",Specialty coffee shop,Office,Americano,Flat White,No - just black,I don't drink coffee.,"Almond milk, Oat milk",Granulated Sugar,Fruity,Very strong,Light,Full caffeine,6.0,4.0,2.0,4.0,"felt balanced. distinctly worse as it got cooler, though, more unpleasant bitterness than the nice kind. nice mouthfeel, felt silky and full.",3.0,3.0,4.0,inoffensive and pleasant at all temperatures. very thin mouthfeel.,1.0,1.0,2.0,"very watery mouthfeel. neither good nor bad, kind of unremarkable verging on boring.",5.0,2.0,1.0,i tasted none of the fruit and berries discussed in the livestream. i got mostly twigs and mulch and damp earthiness.,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",getting out of the house,Yes,Yes,$6-$8,5.0,No,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Unemployed,1,Democrat,39.5,50.0,200.0
g5NRxN,25-34 years old,1,"At a cafe, At home","Espresso, Pour over",Aeropress,Specialty coffee shop,Office,Latte,Flat White,No - just black,I don't drink coffee.,"Almond milk, Oat milk",Granulated Sugar,Bright,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,5.0,"lemon (vinegar?), bitter dark chocolate",2.0,2.0,5.0,plum - buttery,2.0,1.0,4.0,Hazelnut,1.0,4.0,5.0,Sour Cherry,Coffee B,Coffee D,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, Other",getting out of the house,Yes,Yes,$8-$10,12.5,Yes,$300-$500,Yes,Non-binary,Transgender Female,Some college or associate's degree,White/Caucasian,"Asian, White",Employed full-time,1,No affiliation,29.5,70.0,400.0
42NgM5,35-44 years old,2,"At home, At a cafe","Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,"Almond milk, Oat milk",Granulated Sugar,Floral,Medium,Light,Full caffeine,8.0,2.0,3.0,4.0,"lemon (vinegar?), bitter dark chocolate",4.0,2.0,4.0,"This one tasted herbal throughout the temperature range. Rich with a slight bitterness, almost reminded me of green tea at times. Given a color, the taste was green.",2.0,5.0,5.0,"“Clean” was the overwhelming thought. It reminded me of a generic coffee flavor, but done extremely well. A bitterness that didn’t overwhelm.  I would sip on this any day. Given a color, the flavor is clear, or maybe a light brown.",4.0,2.0,5.0,"Very bright acidity that only brightened over time. Fruity with a more bitter aftertaste. I would love to pair this with a baked good. Sipping this enhanced the flavors of the other coffees. Given a color, the flavor is yellow.",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,It makes me feel good,Yes,Yes,More than $20,20.0,Yes,$300-$500,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,"Asian, White",Unemployed,1,No affiliation,39.5,30.0,400.0
lNlPqW,25-34 years old,1,"At home, At a cafe","Pour over, Espresso",Aeropress,Specialty coffee shop,Office,Latte,Flat White,"Milk, dairy alternative, or coffee creamer, Flavor syrup",I don't drink coffee.,"Almond milk, Oat milk",Granulated Sugar,Chocolatey,Medium,Dark,Decaf,4.0,3.0,4.0,3.0,"Fruity and somewhat bright, with some tasty richness on the back end. As it cooled, the acidity brightened. Given a color, the flavor is purple.",2.0,1.0,5.0,"This one tasted herbal throughout the temperature range. Rich with a slight bitterness, almost reminded me of green tea at times. Given a color, the taste was green.",4.0,1.0,4.0,"“Clean” was the overwhelming thought. It reminded me of a generic coffee flavor, but done extremely well. A bitterness that didn’t overwhelm.  I would sip on this any day. Given a color, the flavor is clear, or maybe a light brown.",1.0,5.0,4.0,"Very bright acidity that only brightened over time. Fruity with a more bitter aftertaste. I would love to pair this with a baked good. Sipping this enhanced the flavors of the other coffees. Given a color, the flavor is yellow.",Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,It tastes good,It makes me feel good,Yes,No,$8-$10,9.0,No,$300-$500,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Employed full-time,1,Democrat,29.5,30.0,400.0
aBr8JE,25-34 years old,1,At home,Pour over,Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,"Whole milk, Oat milk",Granulated Sugar,Full Bodied,Somewhat strong,Light,Full caffeine,4.0,2.0,4.0,3.0,Maple,4.0,2.0,2.0,Very inoffensive and standard. This is like diner coffee but like a really really good diner,3.0,4.0,2.0,"sweet, caramel, espresso, silky",1.0,4.0,4.0,Blueberry,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,It tastes good,It makes me feel good,Yes,Yes,$15-$20,12.5,No,"More than $1,000",Yes,Non-binary,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Employed full-time,1,Democrat,29.5,70.0,1000.0
42Ne8r,25-34 years old,1,"At a cafe, At home","Pour over, Espresso, Cold brew, Other",Aeropress,Specialty coffee shop,Office,Latte,Flat White,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",I don't drink coffee.,"Whole milk, Oat milk",Granulated Sugar,Fruity,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,2.0,"tea, citrus, berry, high acidity",2.0,1.0,1.0,"mellow, bland, hollow",3.0,2.0,5.0,"sweet, caramel, espresso, silky",2.0,4.0,4.0,"juicy, fruit, tart",Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the ritual",It makes me feel good,Yes,Yes,$10-$15,17.5,No,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,Hispanic/Latino,"Asian, White",Employed full-time,1,Republican,29.5,30.0,750.0
LdMQxO,35-44 years old,2,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Espresso","Hario Switch, Aeropress",Specialty coffee shop,Office,Cappuccino,Flat White,No - just black,I don't drink coffee.,Oat milk,Granulated Sugar,Bold,Somewhat strong,Medium,Full caffeine,4.0,3.0,4.0,4.0,"tea, citrus, berry, high acidity",3.0,2.0,3.0,"Dark Roast, Initially rubbery taste.",1.0,3.0,4.0,Coffee,1.0,2.0,1.0,"Fruit, raspberries",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",It makes me feel good,Yes,Yes,$8-$10,9.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Master's degree,White/Caucasian,"Asian, White",Employed full-time,3,Democrat,39.5,30.0,1000.0
XeBK0d,55-64 years old,1,At home,"Pour over, Espresso","Hario Switch, Aeropress",Specialty coffee shop,Office,Latte,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Oat milk,Granulated Sugar,Caramalized,Medium,Light,Full caffeine,7.0,2.0,4.0,5.0,"Balanced, Whey(milk)",3.0,2.0,3.0,"Dark Roast, Initially rubbery taste.",4.0,3.0,2.0,Nothing memorable,3.0,2.0,4.0,"First thought Olives (kalamata). Initially least favorite, but grew to second favorite. Tastes like pulp process, fermented.",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",It makes me feel good,Yes,Yes,$8-$10,9.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Master's degree,White/Caucasian,"Asian, White",Employed full-time,3,Democrat,59.5,30.0,1000.0
8dp00l,45-54 years old,2,"At home, At a cafe",Espresso,"Hario Switch, Aeropress",Specialty coffee shop,Office,Americano,Flat White,No - just black,I don't drink coffee.,Oat milk,Granulated Sugar,Bold,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,3.0,berries/,2.0,2.0,2.0,perfect balance. toasty,3.0,2.0,3.0,"unsweetened caramel, chocolate. dark roast?",4.0,3.0,1.0,"raw nuts, diarrhea, fermented",Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",It makes me feel good,Yes,Yes,$8-$10,12.5,Yes,$300-$500,Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,"Asian, White",Employed full-time,3,Independent,49.5,50.0,400.0
ZdRpqV,55-64 years old,3,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), French press","Hario Switch, Aeropress",Specialty coffee shop,Office,Pourover,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Oat milk,Granulated Sugar,Bright,Medium,Light,Full caffeine,6.0,3.0,3.0,2.0,Slightly sour finish/ earthy,3.0,2.0,2.0,Light,2.0,3.0,4.0,Cashew,1.0,3.0,4.0,Fruity/light acidity/better cooled /slightly sour,Coffee C,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",It makes me feel good,Yes,Yes,$8-$10,12.5,Yes,$300-$500,Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,"Asian, White",Employed full-time,3,Independent,59.5,50.0,400.0
24xM5V,25-34 years old,2,"At home, On the go, At a cafe","Pour over, Espresso, Cold brew, Other","Hario Switch, Aeropress",Specialty coffee shop,Office,Espresso,Flat White,"No - just black, Milk, dairy alternative, or coffee creamer",I don't drink coffee.,"Soy milk, Oat milk, Almond milk",Granulated Sugar,Juicy,Very strong,Light,Full caffeine,7.0,1.0,4.0,5.0,"Lemon, Gram Cracker",3.0,2.0,4.0,"Milk Chocolate l, Creamy",4.0,1.0,4.0,Cashew,2.0,3.0,5.0,Cherry,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",It makes me feel good,Yes,Yes,$8-$10,12.5,Yes,$300-$500,Yes,Male,Transgender Female,Some college or associate's degree,Other (please specify),"Asian, White",Student,1,Democrat,29.5,30.0,400.0
